point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,余姚方言志
YY01,余姚城关,太湖片-临绍小片,,,佳,P,稗,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,M,买,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,M,卖,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,N,奶,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,债,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,钗,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,差,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,筛,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,洒,a,～水车,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,晒,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,佳,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,街,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,懈,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,涯,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,崖,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,捱,,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,隘,a,邱～,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,呆,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,戴,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,胎,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,台,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,奤,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,态,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,贷,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,台,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,苔,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,抬,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,待,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,怠,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,殆,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,代,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,袋,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,玳,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,黛,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,埭,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,逮,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,T,绐,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,N,乃,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,N,耐,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,L,来,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,灾,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,栽,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,宰,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,载,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,再,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,载,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,猜,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,彩,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,採,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,睬,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,踩,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,菜,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,棌,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,才,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,材,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,财,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,裁,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,在,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,载,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,腮,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,鳃,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,赛,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,TS,塞,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,该,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,改,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,概,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,溉,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,开,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,凯,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,慨,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,咳,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,呆,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,磑,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,K,碍,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,海,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,孩,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,亥,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,哀,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,埃,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,唉,,,
YY01,余姚城关,太湖片-临绍小片,,,咍,Ø,爱,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,P,贝,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,P,狈,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,P,沛,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,带,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,太,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,泰,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,大,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,汏,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,N,奈,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,L,赖,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,L,癞,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,TS,蔡,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,盖,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,丐,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,艾,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,Ø,害,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,Ø,蔼,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,杯,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,辈,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,背,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,胚,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,坯,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,配,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,培,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,陪,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,赔,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,裴,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,倍,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,佩,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,P,背,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,梅,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,枚,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,媒,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,煤,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,莓,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,玫,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,每,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,妹,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,M,昧,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,堆,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,𠡒,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,对,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,碓,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,推,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,㷟,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,腿,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,退,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,颓,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,T,队,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,N,馁,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,N,内,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,雷,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,儡,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,癗,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,蕾,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,累,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,擂,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,L,𨀤,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,脧,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,催,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,崔,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,摧,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,罪,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,TS,碎,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,瑰,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,盔,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,恢,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,魁,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,诙,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,傀,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,块,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,K,桅,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,灰,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,贿,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,悔,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,晦,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,回,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,茴,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,蛔,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,徊,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,汇,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,溃,,,
YY01,余姚城关,太湖片-临绍小片,,,灰,Ø,煨,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,蜕,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,T,兑,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,TS,最,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,会,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,刽,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,桧,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,K,外,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,Ø,会,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,Ø,绘,,,
YY01,余姚城关,太湖片-临绍小片,,,泰,Ø,烩,,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,包,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,胞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,苞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,饱,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,豹,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,爆,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,泡,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,抛,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,脬,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,炮,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,泡,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,跑,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,刨,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,匏,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,麅,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,M,茅,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,M,猫,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,M,锚,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,M,卯,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,M,貌,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,N,铙,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,N,挠,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,N,闹,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,找,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,交,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,郊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,胶,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,教,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,茭,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,跤,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,绞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,狡,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,铰,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,搅,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,搞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,教,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,校,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,较,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,酵,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,窖,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,觉,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,珓,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,敲,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,骹,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,巧,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,咬,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,K,乐,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
