point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语绍兴柯桥方言音系
KQ01,柯桥城关,太湖片-临绍小片,,,佳,M,买,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,M,卖,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,N,奶,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,债,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,钗,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,差,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,筛,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,洒,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,晒,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,佳,o,白读三～村,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,街,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,懈,a/e,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,涯,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,崖,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,捱,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,隘,e,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,呆,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,戴,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,胎,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,台,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,奤,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,态,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,贷,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,台,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,苔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,抬,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,待,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,怠,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,殆,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,代,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,袋,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,玳,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,黛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,埭,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,逮,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,T,绐,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,N,乃,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,N,耐,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,L,来,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,灾,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,栽,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,宰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,载,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,再,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,载,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,猜,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,彩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,採,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,睬,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,踩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,菜,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,棌,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,才,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,材,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,财,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,裁,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,在,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,载,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,腮,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,鳃,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,赛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,TS,塞,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,该,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,改,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,概,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,溉,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,开,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,凯,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,慨,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,咳,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,呆,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,磑,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,K,碍,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,海,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,孩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,亥,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,哀,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,埃,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,唉,,,
KQ01,柯桥城关,太湖片-临绍小片,,,咍,Ø,爱,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,P,贝,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,P,狈,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,P,沛,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,带,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,太,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,泰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,大,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,汏,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,N,奈,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,L,赖,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,L,癞,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,TS,蔡,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,盖,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,丐,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,艾,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,Ø,害,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,Ø,蔼,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,杯,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,辈,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,背,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,胚,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,坯,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,配,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,培,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,陪,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,赔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,裴,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,倍,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,佩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,P,背,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,梅,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,枚,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,媒,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,煤,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,莓,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,玫,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,每,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,妹,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,M,昧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,堆,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,𠡒,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,对,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,碓,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,推,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,㷟,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,腿,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,退,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,颓,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,T,队,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,N,馁,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,N,内,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,雷,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,儡,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,癗,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,蕾,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,累,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,擂,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,L,𨀤,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,脧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,催,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,崔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,摧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,罪,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,TS,碎,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,瑰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,盔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,恢,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,魁,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,诙,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,傀,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,块,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,K,桅,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,灰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,贿,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,悔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,晦,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,回,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,茴,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,蛔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,徊,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,汇,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,溃,,,
KQ01,柯桥城关,太湖片-临绍小片,,,灰,Ø,煨,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,蜕,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,T,兑,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,TS,最,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,会,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,刽,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,桧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,K,外,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,Ø,会,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,Ø,绘,,,
KQ01,柯桥城关,太湖片-临绍小片,,,泰,Ø,烩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,包,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,胞,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,苞,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,饱,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,豹,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,爆,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,泡,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,抛,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,脬,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,炮,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,泡,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,跑,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,刨,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,匏,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,麅,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,鲍,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,P,鉋,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,M,茅,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,M,猫,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,M,锚,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,M,卯,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,M,貌,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,N,铙,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,N,挠,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,N,闹,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,罩,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,櫂,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,抓,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,爪,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,找,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,笊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,抄,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,钞,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,炒,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,吵,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,巢,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,梢,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,捎,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,筲,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,稍,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,TS,哨,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,交,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,郊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,胶,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,教,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,茭,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,蛟,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,跤,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,绞,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,狡,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,铰,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,搅,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,搞,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,教,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,校,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,较,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,酵,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,窖,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,觉,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,珓,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,敲,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,骹,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,巧,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,咬,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,K,乐,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,哮,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,孝,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,肴,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,淆,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,效,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,坳,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,凹,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,拗,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,肴,Ø,靿,ɒ,,
