point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,安吉县志/安吉方言调查
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,锉,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,莝,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,矬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,坐,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,座,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,蓑,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,梭,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,唆,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,莎,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,锁,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,琐,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,TS,唢,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,过,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,锅,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,戈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,果,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,裹,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,餜,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,过,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,科,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,窠,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,棵,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,髁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,蝌,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,颗,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,课,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,讹,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,K,卧,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,火,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,伙,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,货,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,和,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,禾,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,祸,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,夥,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,和,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,倭,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,踒,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,窝,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,涡,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,莴,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,涴,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,瘸,,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,靴,i,,
AJ01,安吉安城,太湖片-苕溪小片,,,戈,Ø,�,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,巴,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,芭,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,疤,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,笆,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,吧,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,把,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,靶,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,霸,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,欛,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,壩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,坝,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,爸,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,怕,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,帕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,爬,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,琶,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,杷,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,钯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,P,耙,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,麻,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,痲,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,蟆,a/u,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,妈,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,马,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,码,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,玛,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,蚂,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,M,骂,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,N,拿,a/ɷ,文读/白读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS,茶,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS,搽,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS,䖳,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,楂,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,渣,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,诈,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,榨,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,炸,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,叉,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,杈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,差,ɷ,白读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,岔,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,差,ɷ,白读,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,茬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,查,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,乍,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,沙,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,纱,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,痧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,砂,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,鲨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,裟,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,洒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,TS*,厦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,家,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,傢,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,加,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,痂,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,嘉,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,枷,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,袈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,假,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,贾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,假,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,架,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,驾,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,嫁,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,稼,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,价,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,揢,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,牙,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,芽,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,衙,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,伢,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,蚜,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,雅,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,K,砑,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,虾,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,�,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,嚇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,霞,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,瑕,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,遐,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,蝦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,下,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,夏,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,厦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,下,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,夏,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,暇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,鸦,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,丫,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,桠,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,哑,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,麻,Ø,亚,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,补,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,谱,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,哺,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,布,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,佈,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,铺,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,潽,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,普,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,浦,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,铺,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,怖,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,蒲,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,菩,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,脯,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,葡,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,莆,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,部,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,簿,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,篰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,步,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,捕,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,P,埠,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,模,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,模,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,摹,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,姥,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,暮,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,慕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,墓,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,募,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,M,睦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,都,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,都,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,赌,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,堵,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,肚,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,睹,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,妒,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,土,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,吐,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,吐,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,兔,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,徒,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,屠,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,途,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,涂,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,图,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,杜,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,肚,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,度,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,渡,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,T,镀,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,N,奴,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,N,努,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,N,怒,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,卢,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,炉,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,芦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,鸬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,颅,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,鲈,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,鲁,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,橹,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,虏,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,卤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,路,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,赂,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,露,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,L,鹭,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,租,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,祖,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,组,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,做,ɷ/u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,粗,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,醋,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,措,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,错,ɷ/u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,苏,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,酥,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,素,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,诉,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,塑,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,TS,嗉,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,姑,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,孤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,箍,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,辜,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,菇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,鸪,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,蛄,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,古,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,估,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,盬,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,牯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,股,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,鼓,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,蛊,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,故,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,固,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,锢,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,雇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,顾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,枯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,苦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,库,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,裤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,吴,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,蜈,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,吾,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,梧,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,五,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,伍,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,午,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,忤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,误,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,K,悟,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,呼,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,虎,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,浒,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,琥,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,戽,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,胡,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,湖,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,狐,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,壶,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,乎,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,瓠,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,鬍,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,糊,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,蝴,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,瑚,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,户,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,沪,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,互,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,护,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,瓠,,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,糊,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,乌,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,污,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,坞,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,模,Ø,恶,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,褒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,保,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,堡,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,宝,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,报,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,P,袍,ɔ,,
