point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,老派宁波方言同音字汇
NB01,宁波市区,太湖片-甬江小片,,,豪,K,考,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,烤,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,拷,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,靠,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,犒,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,铐,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,㸆,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,熬,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,敖,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,鳌,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,傲,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,K,鏊,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,蒿,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,薅,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,耗,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,豪,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,壕,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,毫,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,蠔,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,浩,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,爊,,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,袄,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,懊,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,奥,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,懊,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,豪,Ø,澳,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,P,剖,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,某,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,亩,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,牡,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,母,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,拇,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,戊,u,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,茂,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,M,贸,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,兜,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,斗,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,抖,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,陡,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,蚪,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,斗,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,偷,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,敨,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,透,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,头,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,投,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,骰,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,豆,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,逗,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,痘,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,T,脰,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,楼,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,搂,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,耧,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,娄,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,搂,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,篓,œʏ/əu,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,溇,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,漏,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,L,陋,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,TS,走,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,TS,奏,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,TS,凑,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,TS,叟,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,TS,嗽,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,勾,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,钩,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,沟,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,狗,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,苟,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,垢,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,枸,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,彀,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,够,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,构,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,购,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,勾,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,抠,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,眍,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,口,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,叩,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,扣,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,寇,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,藕,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,偶,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,K,偶,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,吼,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,侯,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,喉,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,猴,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,瘊,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,後,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,厚,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,后,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,候,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,鲎,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,欧,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,瓯,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,区,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,鸥,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,呕,œʏ,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,殴,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,沤,,,
NB01,宁波市区,太湖片-甬江小片,,,侯,Ø,怄,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,P,拜,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,P,排,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,P,�,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,M,埋,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,L,攋,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,TS*,䍉,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,TS*,箉,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,TS*,斋,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,TS*,豺,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,皆,ie,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,阶,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,稭,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,偕,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,介,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,界,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,芥,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,尬,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,疥,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,届,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,戒,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,庎,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,揩,a,,
NB01,宁波市区,太湖片-甬江小片,,,皆,K,楷,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,谐,ie,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,骇,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,械,ie,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,挨,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,摆,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,派,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,牌,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,簰,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,罢,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,稗,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,M,买,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,M,卖,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,N,奶,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,债,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,钗,o,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,差,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,柴,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,筛,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,洒,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,晒,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,佳,ia,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,街,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,懈,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,涯,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,崖,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,捱,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,鞋,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,蟹,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,矮,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,隘,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,呆,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,戴,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,胎,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,台,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,奤,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,态,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,贷,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,台,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,苔,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,抬,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,待,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,怠,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,殆,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,代,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,袋,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,玳,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,黛,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,埭,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,逮,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,T,绐,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,N,乃,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,N,耐,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,L,来,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,灾,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,栽,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,宰,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,载,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,再,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,载,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,猜,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,彩,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,採,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,睬,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,踩,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,菜,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,棌,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,才,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,材,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,财,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,裁,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,在,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,载,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,腮,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,鳃,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,赛,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,TS,塞,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,该,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,改,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,概,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,溉,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,开,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,凯,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,慨,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,咳,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,呆,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,磑,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,K,碍,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,海,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,孩,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,亥,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,哀,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,埃,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,唉,,,
NB01,宁波市区,太湖片-甬江小片,,,咍,Ø,爱,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,P,贝,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,P,狈,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,P,沛,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,带,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,太,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,泰,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,大,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,汏,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,N,奈,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,L,赖,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,L,癞,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,TS,蔡,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,盖,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,丐,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,艾,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,Ø,害,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,Ø,蔼,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,杯,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,辈,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,背,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,胚,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,坯,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,配,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,培,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,陪,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,赔,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,裴,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,倍,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,佩,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,P,背,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,梅,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,枚,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,媒,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,煤,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,莓,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,玫,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,每,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,妹,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,M,昧,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,堆,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,𠡒,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,对,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,碓,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,推,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,㷟,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,腿,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,退,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,颓,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,T,队,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,N,馁,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,N,内,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,雷,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,儡,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,癗,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,蕾,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,累,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,擂,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,L,𨀤,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,脧,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,催,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,崔,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,摧,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,罪,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,TS,碎,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,瑰,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,盔,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,恢,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,魁,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,诙,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,傀,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,块,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,K,桅,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,灰,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,贿,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,悔,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,晦,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,回,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,茴,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,蛔,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,徊,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,汇,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,溃,,,
NB01,宁波市区,太湖片-甬江小片,,,灰,Ø,煨,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,蜕,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,T,兑,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,TS,最,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,会,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,刽,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,桧,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,K,外,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,Ø,会,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,Ø,绘,,,
NB01,宁波市区,太湖片-甬江小片,,,泰,Ø,烩,,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,包,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,胞,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,苞,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,饱,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,豹,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,爆,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,泡,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,抛,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,脬,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,炮,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,泡,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,跑,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,刨,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,匏,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,麅,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,鲍,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,P,鉋,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,M,茅,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,M,猫,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,M,锚,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,M,卯,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,M,貌,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,N,铙,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,N,挠,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,N,闹,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,罩,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,櫂,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,抓,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,爪,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,找,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,笊,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,抄,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,钞,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,炒,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,吵,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,巢,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,梢,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,捎,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,筲,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,稍,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,潲,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,潲,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,TS,哨,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,交,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,郊,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,胶,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,教,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,茭,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,蛟,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,跤,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,绞,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,狡,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,铰,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,搅,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,搞,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,教,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,校,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,较,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,酵,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,窖,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,觉,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,珓,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,敲,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,骹,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,巧,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,咬,ɔ,,
NB01,宁波市区,太湖片-甬江小片,,,肴,K,乐,ɔ,,
