point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,俞光中1988
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
