point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,舟山方言研究
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,梭,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,唆,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,莎,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,锁,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,琐,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,TS,唢,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,过,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,锅,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,戈,o/au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,果,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,裹,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,餜,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,过,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,科,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,窠,u/au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,棵,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,髁,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,蝌,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,颗,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,课,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,讹,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,K,卧,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,火,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,伙,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,货,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,和,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,禾,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,祸,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,夥,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,和,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,倭,au,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,踒,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,窝,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,涡,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,莴,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,涴,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,瘸,,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,靴,y,,
ZS01,舟山定海,太湖片-甬江小片,,,戈,Ø,�,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,巴,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,芭,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,疤,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,笆,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,吧,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,把,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,靶,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,霸,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,欛,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,壩,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,坝,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,爸,a,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,怕,a/o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,帕,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,爬,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,琶,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,杷,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,钯,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,P,耙,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,麻,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,痲,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,蟆,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,妈,a,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,马,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,码,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,玛,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,蚂,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,M,骂,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,N,拿,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS,茶,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS,搽,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS,䖳,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,楂,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,渣,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,诈,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,榨,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,炸,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,叉,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,杈,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,差,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,岔,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,差,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,茬,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,查,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,乍,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,沙,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,纱,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,痧,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,砂,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,鲨,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,裟,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,洒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,TS*,厦,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,家,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,傢,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,加,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,痂,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,嘉,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,枷,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,袈,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,假,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,贾,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,假,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,架,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,驾,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,嫁,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,稼,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,价,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,揢,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,牙,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,芽,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,衙,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,伢,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,蚜,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,雅,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,K,砑,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,虾,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,�,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,嚇,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,霞,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,瑕,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,遐,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,蝦,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,下,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,夏,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,厦,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,下,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,夏,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,暇,,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,鸦,a/o,～片,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,丫,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,桠,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,哑,o,,
ZS01,舟山定海,太湖片-甬江小片,,,麻,Ø,亚,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,补,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,谱,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,哺,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,布,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,佈,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,铺,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,潽,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,普,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,浦,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,铺,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,怖,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,蒲,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,菩,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,脯,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,葡,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,莆,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,部,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,簿,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,篰,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,步,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,捕,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,P,埠,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,模,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,模,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,摹,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,姥,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,暮,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,慕,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,墓,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,募,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,M,睦,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,都,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,都,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,赌,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,堵,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,肚,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,睹,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,妒,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,土,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,吐,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,吐,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,兔,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,徒,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,屠,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,途,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,涂,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,图,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,杜,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,肚,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,度,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,渡,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,T,镀,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,N,奴,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,N,努,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,N,怒,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,卢,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,炉,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,芦,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,鸬,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,颅,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,鲈,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,鲁,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,橹,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,虏,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,卤,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,路,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,赂,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,露,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,L,鹭,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,租,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,祖,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,组,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,做,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,粗,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,醋,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,措,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,错,au,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,苏,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,酥,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,素,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,诉,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,塑,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,TS,嗉,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,姑,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,孤,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,箍,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,辜,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,菇,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,鸪,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,蛄,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,古,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,估,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,盬,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,牯,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,股,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,鼓,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,蛊,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,故,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,固,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,锢,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,雇,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,顾,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,枯,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,苦,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,库,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,裤,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,吴,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,蜈,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,吾,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,梧,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,五,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,伍,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,午,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,忤,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,误,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,K,悟,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,呼,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,虎,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,浒,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,琥,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,戽,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,胡,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,湖,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,狐,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,壶,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,乎,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,瓠,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,鬍,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,糊,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,蝴,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,瑚,,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,户,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,沪,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,互,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,护,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,瓠,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,糊,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,乌,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,污,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,坞,u,,
ZS01,舟山定海,太湖片-甬江小片,,,模,Ø,恶,u,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,褒,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,保,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,堡,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,宝,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,报,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,袍,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,抱,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,暴,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,P,菢,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,M,毛,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,M,冒,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,M,帽,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,M,瑁,,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,刀,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,叨,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,祷,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,岛,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,倒,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,捣,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,到,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,倒,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,滔,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,掏,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,豪,T,讨,ɔ,,
